"ID","aylienNERagdistis","tagmeNEDlogs","DBpediaNERAgdistis3252","ambiverseNEDlogs","meaningcloudAgdistis","qanary_logs_DBpediaSpotlightNED","meaningCloudNEDnew","aylienNEDlogs","textrazorAgdistis","dandiNERAgdistisFINAL","dandilionNEDlogs","OntotextNEDlogs","babelfyAgdistis3000","ambiverseAgdistis","tagmeAgdistis","EntityClassifier_NER_Agdistis","newBabelfyNEDlogs","stanfordAgdistis","ontotextAgdistis"
"10043","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.8","1.0","1.0","0.0","0.0","1.0","0.0","","1.0","0.6666666666666666","1.0","1.0"
"10044","","0.6666666666666666","0.6666666666666666","","","0.6666666666666666","0.3333333333333333","0.0","1.0","0.0","0.0","1.0","","","0.6666666666666666","1.0","0.8","1.0","1.0"
"10045","0.0","0.0","0.0","","","0.6666666666666666","","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0",""
"10046","1.0","0.0","1.0","","","1.0","","1.0","1.0","1.0","1.0","","0.0","","1.0","1.0","0.0","1.0","1.0"
"10047","","1.0","","0.0","","","","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","","0.0","1.0",""
"10048","","1.0","1.0","0.0","","1.0","","","1.0","1.0","1.0","","","","1.0","1.0","","1.0","1.0"
"10049","","1.0","","0.6666666666666666","","","","","","1.0","1.0","1.0","","0.0","1.0","1.0","0.6666666666666666","1.0","1.0"
"10050","0.0","","0.0","","","0.0","","1.0","","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"10051","1.0","0.6666666666666666","1.0","1.0","1.0","1.0","","","1.0","1.0","1.0","0.6666666666666666","0.6666666666666666","","1.0","1.0","0.6666666666666666","1.0","1.0"
"10052","0.8","1.0","1.0","0.0","1.0","1.0","0.0","0.0","","1.0","0.0","0.0","","","1.0","0.6666666666666666","0.8","0.0","0.6666666666666666"
"10053","0.0","1.0","0.0","","","0.0","0.0","","0.0","","0.0","","","","","0.0","0.6666666666666666","0.0","0.6666666666666666"
"10054","","0.0","","","","0.0","","","","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"10055","","0.6666666666666666","","","0.0","1.0","","","","0.0","0.5","0.0","","","","0.0","0.0","","0.0"
"10056","0.8","1.0","1.0","0.0","","1.0","0.6666666666666666","0.6666666666666666","","1.0","0.0","0.8","1.0","","1.0","0.8","0.8","1.0","0.8"
"10057","","","","","","0.0","","0.0","","0.0","0.5","0.0","","","","0.0","0.0","",""
"10058","","","1.0","","","1.0","","","0.0","","","","","","","1.0","","","0.0"
"10059","","","","","","","","1.0","","","0.0","","","","","","","",""
"10060","1.0","1.0","1.0","0.5","1.0","1.0","","1.0","1.0","1.0","1.0","0.6666666666666666","","0.0","1.0","0.5","0.6666666666666666","0.5","1.0"
"10061","","","0.0","","","0.0","","1.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","",""
"10062","0.0","1.0","0.0","","1.0","0.0","","","1.0","1.0","0.6666666666666666","0.6666666666666666","","","1.0","1.0","0.0","1.0","1.0"
"10063","","1.0","","0.0","0.0","0.0","","","1.0","","","0.0","","0.0","1.0","1.0","0.5","1.0","1.0"
"10064","","","0.0","","","1.0","","","","0.0","1.0","","","","","0.0","0.6666666666666666","0.0","0.0"
"10065","","0.6666666666666666","","","","","","","0.5","0.5","0.4","1.0","","","0.0","0.5","","0.0","0.5"
"10066","","1.0","","","","0.5","","1.0","","","1.0","0.6666666666666666","0.0","","","","0.5","",""
"10067","0.6666666666666666","1.0","0.6666666666666666","0.6666666666666666","0.5","0.6666666666666666","","0.5714285714285715","0.6666666666666666","0.5","1.0","1.0","","0.0","0.5","0.5","0.3333333333333333","0.6666666666666666","0.5"
"10068","","1.0","","","","","","1.0","","","0.6666666666666666","0.0","","","","","","",""
"10069","0.0","0.0","0.0","","0.0","0.0","0.0","1.0","0.0","","0.0","0.0","","","","0.0","0.0","0.0","0.0"
"10070","1.0","1.0","1.0","1.0","","1.0","0.6666666666666666","0.5","1.0","1.0","1.0","0.8","","1.0","1.0","1.0","0.4","1.0","1.0"
"10071","","1.0","","","","","","1.0","1.0","0.6666666666666666","0.6666666666666666","0.0","","","0.6666666666666666","1.0","0.4","0.6666666666666666","0.6666666666666666"
"10072","","1.0","","","","1.0","","1.0","","","1.0","","","","","0.0","1.0","",""
"10073","1.0","1.0","1.0","1.0","","1.0","1.0","1.0","1.0","1.0","1.0","0.0","","","","1.0","","1.0","1.0"
"10074","1.0","1.0","1.0","","","0.6666666666666666","","","1.0","1.0","0.6666666666666666","0.0","1.0","","1.0","1.0","0.6666666666666666","1.0",""
"10075","1.0","1.0","1.0","","0.0","1.0","0.0","0.6666666666666666","1.0","1.0","0.6666666666666666","0.5","1.0","","1.0","1.0","0.0","1.0",""
"10076","","","","","","","","0.0","","","0.6666666666666666","","","","","","","",""
"10077","","","","","","","","0.0","0.0","0.0","0.4","0.0","0.0","","","0.0","0.0","","0.0"
"10078","","1.0","","0.0","0.6666666666666666","0.0","","1.0","1.0","0.8","0.8","1.0","0.5","","1.0","0.8","0.5","1.0","0.8"
"10079","","0.6666666666666666","","","0.6666666666666666","0.0","0.0","1.0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","0.6666666666666666","0.5","","0.6666666666666666","0.5"
"10080","0.0","","0.0","","","1.0","","1.0","0.0","0.0","0.6666666666666666","0.0","","","","0.0","","0.0","0.0"
"10081","0.5714285714285715","1.0","0.6666666666666666","0.0","0.0","0.6666666666666666","0.6666666666666666","","","0.5","0.25","0.7499999999999999","","","0.6666666666666666","0.36363636363636365","0.4","0.5714285714285715","0.5714285714285715"
"10082","","1.0","","","","1.0","1.0","1.0","","","0.6666666666666666","0.0","","","","","","",""
"10083","1.0","","1.0","0.0","0.0","1.0","1.0","1.0","0.6666666666666666","1.0","1.0","0.5","0.0","0.0","","0.5","0.0","1.0","0.0"
"10084","1.0","1.0","1.0","","0.5","0.5","0.5","1.0","1.0","1.0","1.0","1.0","","","1.0","0.6666666666666666","0.8","0.6666666666666666","1.0"
"10085","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.5","0.6666666666666666","1.0","0.0","1.0","","0.0","1.0","1.0","0.6666666666666666","1.0","0.6666666666666666"
"10086","1.0","1.0","1.0","","","1.0","","0.0","1.0","1.0","0.6666666666666666","0.5","","","1.0","1.0","0.4","1.0","1.0"
"10087","","1.0","","","","1.0","","1.0","","","1.0","0.6666666666666666","","","","","0.5","",""
"10088","","1.0","","","","","","0.6666666666666666","1.0","1.0","1.0","0.0","0.0","","1.0","0.6666666666666666","","","0.0"
"10089","0.0","0.0","0.0","","","0.6666666666666666","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.2857142857142857","0.0",""
"10090","0.0","0.0","0.0","","0.0","0.0","","0.0","","0.0","0.0","0.0","","","0.0","0.0","","",""
"10091","0.0","0.8","0.0","0.0","0.0","0.0","0.0","1.0","","","0.0","0.0","0.0","","","0.28571428571428575","0.0","0.0",""
"10092","1.0","1.0","1.0","","","1.0","","0.6666666666666666","","1.0","0.5","0.6666666666666666","","","1.0","","0.4","0.0","1.0"
"10093","1.0","1.0","1.0","","0.0","1.0","0.0","1.0","0.6666666666666666","0.6666666666666666","0.5","1.0","0.6666666666666666","","1.0","0.6666666666666666","0.5","1.0","1.0"
"10094","1.0","","1.0","","0.0","1.0","","0.8","1.0","0.6666666666666666","0.5","","","","","0.6666666666666666","1.0","1.0","0.6666666666666666"
"10095","","","","","","","","","0.0","0.0","0.6666666666666666","0.0","","","","0.0","0.0","","0.0"
"10096","1.0","1.0","1.0","1.0","0.0","1.0","","","","1.0","1.0","1.0","","0.0","1.0","1.0","1.0","1.0","1.0"
"10097","0.0","0.6666666666666666","0.5","0.0","","1.0","","1.0","","0.5","0.5","0.6666666666666666","","0.0","0.0","0.5","0.3333333333333333","0.5","0.5"
"10098","1.0","1.0","1.0","","1.0","1.0","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5","1.0","","1.0","0.6666666666666666","0.5","1.0","0.6666666666666666"
"10099","0.6666666666666666","0.6666666666666666","0.6666666666666666","","0.0","0.6666666666666666","","0.0","0.6666666666666666","0.6666666666666666","0.5","0.6666666666666666","","","0.6666666666666666","0.6666666666666666","0.3333333333333333","0.6666666666666666","0.6666666666666666"
"10100","0.0","1.0","0.0","","","0.0","","1.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0"
"10101","1.0","1.0","1.0","","1.0","1.0","","","1.0","1.0","0.6666666666666666","","","","1.0","1.0","0.6666666666666666","1.0",""
"10102","0.0","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0"
"10103","0.0","1.0","0.0","","1.0","0.6666666666666666","","1.0","0.0","0.0","0.6666666666666666","1.0","0.0","","0.0","0.0","0.0","0.0","0.0"
"10104","0.0","0.0","0.0","","0.0","0.0","","1.0","0.0","0.0","0.0","0.0","","","","","","0.0","0.0"
"10105","","1.0","","","","","0.0","1.0","","","1.0","0.0","","","","0.0","","","0.0"
"10106","1.0","1.0","1.0","","1.0","1.0","","0.6666666666666666","1.0","1.0","0.5","0.5","","","1.0","0.6666666666666666","0.4","1.0","1.0"
"10107","0.6666666666666666","1.0","1.0","0.6666666666666666","","1.0","0.0","1.0","1.0","1.0","0.8","0.0","0.6666666666666666","","1.0","","0.6666666666666666","1.0","0.8"
"10108","","1.0","","","","1.0","","1.0","","","0.5","0.0","","","","0.0","0.5","","0.0"
"10109","","0.6666666666666666","","","","0.5","0.0","0.0","","0.0","0.4","0.5","","","","0.0","","",""
"10110","0.0","1.0","1.0","0.0","","1.0","0.4","0.6666666666666666","","1.0","0.0","","","","1.0","0.0","0.6666666666666666","0.0","0.0"
"10111","","","","","1.0","","","0.0","","","","0.0","","","","","","",""
"10112","","","","","","","","0.4","","","","0.0","","","","0.0","0.19999999999999998","",""
"10113","0.0","1.0","0.0","","","0.6666666666666666","","1.0","","0.0","0.0","0.5","","","0.0","","0.0","","0.0"
"10114","","","","","1.0","","","1.0","","0.5","0.4","0.0","","","","0.5","0.0","","0.0"
"10115","0.0","","0.0","","","0.0","","0.0","1.0","0.0","0.0","0.0","0.0","","","1.0","","1.0","1.0"
"10116","1.0","1.0","1.0","","","1.0","","1.0","0.0","1.0","1.0","0.5","","","1.0","0.0","0.4","","0.6666666666666666"
"10117","1.0","1.0","1.0","","1.0","1.0","","1.0","1.0","1.0","0.6666666666666666","0.0","0.6666666666666666","","1.0","","0.4","1.0",""
"10118","","","","","","","","0.6666666666666666","0.0","","","","","","","0.0","","","0.0"
"10119","0.0","1.0","0.5","0.0","1.0","0.5","","0.0","","1.0","1.0","0.8","","0.0","1.0","1.0","0.4444444444444445","0.5","1.0"
"10120","","1.0","","","0.0","1.0","","1.0","","","0.5","1.0","","","","","1.0","",""
"10121","0.0","1.0","0.0","0.0","","1.0","","1.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0"
"10122","","","","","","","","1.0","","","","0.0","0.0","","","","0.4","","0.0"
"10123","1.0","1.0","1.0","1.0","0.0","1.0","0.6666666666666666","","1.0","1.0","1.0","0.6666666666666666","","0.0","","0.5","0.5","1.0","0.6666666666666666"
"10124","0.6666666666666666","0.6666666666666666","0.5","0.0","","1.0","0.5","0.8","","0.5","0.8","1.0","","0.0","0.0","0.5","0.4","0.5","0.5"
"10125","1.0","1.0","1.0","0.0","0.6666666666666666","1.0","","","","1.0","1.0","0.8","0.4","","1.0","0.28571428571428575","0.5","1.0","1.0"
"10126","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.6666666666666666","1.0","1.0","1.0","0.6666666666666666","","0.0","","1.0","0.0","1.0","1.0"
"10127","0.0","1.0","0.0","","0.0","0.6666666666666666","","0.0","0.0","0.0","0.6666666666666666","0.6666666666666666","","","0.0","0.0","0.6666666666666666","0.0","0.0"
"10128","","1.0","","","","","","","","0.0","0.8","0.5","","","","0.0","0.8","","0.0"
"10129","0.0","0.6666666666666666","0.0","","0.0","0.0","","1.0","0.6666666666666666","0.5","0.5","0.5","0.4","","0.6666666666666666","0.4","0.4","","0.5"
"10130","0.5","1.0","0.5","0.0","0.6666666666666666","0.8","","","","1.0","1.0","1.0","","0.0","1.0","0.0","0.5714285714285715","0.6666666666666666","1.0"
"10131","1.0","","1.0","","","1.0","","0.6666666666666666","","","","0.6666666666666666","1.0","","","1.0","1.0","0.0","1.0"
"10132","1.0","1.0","0.6666666666666666","0.0","1.0","0.6666666666666666","","1.0","","0.6666666666666666","0.6666666666666666","0.0","","0.0","1.0","0.5","0.2857142857142857","1.0","0.6666666666666666"
"10133","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","","0.0","","","0.0","0.0","",""
"10134","1.0","1.0","1.0","","","1.0","1.0","1.0","1.0","1.0","0.6666666666666666","","","","1.0","1.0","","1.0","1.0"
"10135","1.0","1.0","1.0","","0.0","1.0","","1.0","1.0","1.0","1.0","","","","1.0","1.0","0.5","1.0","0.6666666666666666"
"10136","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","","0.6666666666666666","0.6666666666666666","0.0","0.6666666666666666","0.5","1.0","0.0","0.6666666666666666","","0.6666666666666666","0.5","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"10137","0.0","0.0","0.0","","","0.0","","1.0","","0.0","0.0","0.0","","","0.0","0.0","","","0.0"
"10138","1.0","1.0","1.0","","","1.0","","1.0","1.0","1.0","1.0","1.0","","","1.0","1.0","0.5","","1.0"
"10139","1.0","1.0","1.0","","","1.0","","0.6666666666666666","0.0","1.0","1.0","0.0","1.0","","1.0","0.0","1.0","","1.0"
"10140","","1.0","0.0","0.0","1.0","0.0","","1.0","1.0","1.0","1.0","0.0","","0.0","1.0","0.5","0.4","1.0","0.0"
"10141","1.0","1.0","1.0","","","1.0","","0.8","0.6666666666666666","1.0","0.6666666666666666","0.0","0.0","","1.0","0.5","0.0","1.0","0.0"
"10142","0.0","","0.0","","","1.0","","0.0","0.0","0.0","0.8","0.8","","","","0.0","","","0.0"
"10143","","","0.0","","","1.0","","1.0","0.0","0.0","1.0","","0.0","","","","0.6666666666666666","0.0",""
"10144","0.8","1.0","0.6666666666666666","","0.0","0.6666666666666666","","","1.0","0.6666666666666666","0.6666666666666666","0.4","","","1.0","0.6666666666666666","0.0","1.0","0.6666666666666666"
"10145","0.0","1.0","0.0","","1.0","0.0","","0.6666666666666666","1.0","0.0","0.0","0.0","","","1.0","0.0","0.33333333333333337","","0.0"
"10146","","","0.0","","","1.0","","","","0.0","0.5","0.0","","","","0.0","","0.0",""
"10147","0.0","0.0","0.0","","","0.0","","","0.5","0.0","0.5","","0.0","","","0.5","0.0","0.5","0.5"
"10148","","","","","","0.0","","","","","0.0","0.0","","","","","0.0","",""
"10149","","","","","","0.0","","0.8571428571428571","1.0","","","","","","","","0.0","",""
"10150","1.0","1.0","1.0","","","1.0","","0.4","1.0","1.0","1.0","1.0","","","1.0","1.0","0.5","1.0","1.0"
"10151","","","","","","","","","","","","0.0","0.0","","","","","",""
"10152","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","0.6666666666666666","1.0","1.0","0.6666666666666666","0.6666666666666666","0.6666666666666666","","1.0","","1.0","0.5","1.0","1.0","0.6666666666666666"
"10153","1.0","1.0","1.0","","","1.0","0.0","1.0","","1.0","1.0","0.0","0.0","","1.0","0.6666666666666666","0.0","1.0","0.6666666666666666"
"10154","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","0.6666666666666666","","1.0","0.6666666666666666","0.5","0.5","0.0","","","0.6666666666666666","0.5","0.4","0.6666666666666666","0.5"
"10155","1.0","1.0","1.0","0.0","","1.0","","1.0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","","0.0","1.0","0.0","0.5","1.0","1.0"
"10156","1.0","","1.0","","0.0","1.0","","","1.0","1.0","1.0","","0.6666666666666666","","","1.0","0.6666666666666666","1.0","1.0"
"10157","1.0","1.0","1.0","","1.0","1.0","","0.6666666666666666","1.0","1.0","1.0","","","","1.0","1.0","0.6666666666666666","1.0","1.0"
"10158","0.0","1.0","0.6666666666666666","","","0.6666666666666666","","0.0","","0.6666666666666666","0.6666666666666666","0.5","0.6666666666666666","","1.0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"10159","1.0","1.0","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","","0.8","1.0","0.8","0.6666666666666666","0.8","","","1.0","0.4","0.4444444444444445","1.0","0.8"
"10160","0.6666666666666666","1.0","0.6666666666666666","","0.0","1.0","0.0","1.0","","0.5","0.6666666666666666","0.4","0.0","","0.6666666666666666","0.3333333333333333","0.0","0.0","0.5"
"10161","0.6666666666666666","1.0","0.6666666666666666","1.0","","0.6666666666666666","0.0","","0.6666666666666666","0.5","0.5","0.0","","","","0.5","0.0","1.0","0.5"
"10162","1.0","1.0","","1.0","","","","","1.0","1.0","0.6666666666666666","1.0","","","1.0","0.0","0.4","1.0","1.0"
"10163","1.0","0.0","1.0","","0.6666666666666666","1.0","0.6666666666666666","1.0","","1.0","0.8","0.8","","","0.6666666666666666","1.0","0.6666666666666666","1.0","1.0"
"10164","0.0","0.0","0.0","","","0.0","","1.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0"
"10165","0.0","","0.0","","","1.0","","1.0","0.0","0.0","0.5","0.0","0.0","","","0.0","1.0","0.0",""
"10166","","0.6666666666666666","","","0.0","0.6666666666666666","","","0.0","0.6666666666666666","0.0","0.5","0.0","","0.6666666666666666","0.0","0.0","0.0","0.0"
"10167","","","","","","","","1.0","1.0","1.0","0.5","0.0","1.0","","","1.0","1.0","",""
"10168","0.6666666666666666","1.0","1.0","","","1.0","","","1.0","1.0","1.0","0.8","","","1.0","0.8","0.6666666666666666","1.0",""
"10169","","0.5","0.0","","","1.0","","","0.0","0.0","0.3333333333333333","0.5","","","0.0","","0.5","",""
"10170","","1.0","","","","0.0","","","1.0","1.0","1.0","0.6666666666666666","0.0","","1.0","0.0","0.0","1.0","0.6666666666666666"
"10171","","0.6666666666666666","0.0","0.0","","0.0","","1.0","0.0","","0.6666666666666666","0.0","0.0","","","0.0","0.3333333333333333","0.0","0.0"
"10172","","","","","","","","","0.0","0.0","0.5","","0.0","","","0.0","0.5","",""
"10173","1.0","0.5","1.0","0.5","","1.0","0.5","0.6666666666666666","0.5","0.5","0.5","0.5","","","0.5","0.4","0.0","0.5","0.8571428571428571"
"10174","0.4","0.6666666666666666","0.4","0.0","","0.4","0.0","1.0","0.4","0.4","0.4","0.6666666666666666","0.0","","0.6666666666666666","0.4","","0.4","0.4"
"10175","","","0.0","","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","","","","0.0","","",""
"10176","1.0","","1.0","1.0","0.0","1.0","1.0","","1.0","1.0","1.0","0.0","1.0","0.0","","0.6666666666666666","0.0","1.0","1.0"
"10177","1.0","1.0","0.6666666666666666","","","0.6666666666666666","","1.0","0.6666666666666666","","0.6666666666666666","0.0","","","1.0","0.6666666666666666","1.0","1.0","0.0"
"10178","1.0","1.0","1.0","1.0","1.0","1.0","","0.0","1.0","1.0","0.6666666666666666","0.0","1.0","0.0","1.0","0.6666666666666666","1.0","1.0","0.6666666666666666"
"10179","1.0","1.0","1.0","","0.0","1.0","","1.0","","1.0","1.0","0.0","1.0","","1.0","","0.6666666666666666","",""
"10180","","1.0","","","","1.0","","1.0","","","1.0","0.0","","","","","0.5","",""
"10181","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.0","0.6666666666666666","0.0","","0.6666666666666666","0.5","0.6666666666666666","0.3333333333333333","0.5","0.0","0.6666666666666666","0.4","0.8","0.6666666666666666","0.4"
"10182","0.0","0.0","0.0","","","0.4","0.4","0.0","","0.0","0.4","0.5","0.0","","","0.0","0.0","0.0","0.0"
"10183","1.0","0.0","1.0","1.0","1.0","1.0","","1.0","1.0","","","0.5","0.0","","","1.0","0.6666666666666666","1.0","1.0"
"10184","0.8","1.0","1.0","0.0","","1.0","0.8","1.0","","1.0","0.0","1.0","","","1.0","0.8","0.8","0.8","1.0"
"10185","1.0","1.0","1.0","0.0","0.0","1.0","","","1.0","1.0","0.5","0.0","","0.0","","0.0","0.0","1.0",""
"10186","","","","","","","","1.0","","","0.0","","","","","","","",""
"10187","","","","1.0","","","","1.0","0.0","","","","","0.0","","0.0","1.0","0.0",""
"10188","1.0","","1.0","","1.0","1.0","","0.6666666666666666","1.0","1.0","0.5","0.4","1.0","","","1.0","0.6666666666666666","1.0","1.0"
"10189","1.0","1.0","1.0","0.0","1.0","0.6666666666666666","","1.0","0.0","1.0","1.0","0.6666666666666666","","","1.0","1.0","0.6666666666666666","1.0",""
"10190","1.0","1.0","1.0","1.0","","1.0","1.0","1.0","1.0","1.0","1.0","","1.0","","","1.0","0.6666666666666666","1.0","1.0"
