QuestionID;QuestionLength;_DT ;_IN ;_JJ ;_JJR ;_JJS ;_NN ;_NNS ;_NNP ;_NNPS ;_PRP ;_RB ;_RBR ;_RBS ;_UH ;_VB ;_VBD ;_VBG ;_VBN ;_VBP ;_VBZ ;_WDT ;_WP ;_WP$ ;_WRB ;ResourceTotal
10044;7;0;1;0;0;0;1;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
10045;16;2;2;2;0;0;3;1;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10046;6;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10047;16;0;2;1;0;0;0;2;5;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;2;1
10048;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10049;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10050;10;1;1;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
10051;18;3;3;1;0;0;3;1;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10052;14;2;2;1;0;0;1;2;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1
10053;7;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10054;13;2;2;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1
10055;12;1;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;1
10056;16;3;1;0;0;0;3;0;3;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;1
10057;10;2;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10058;10;2;1;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10059;12;0;1;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1
10060;10;1;1;0;0;0;2;0;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
10061;15;3;2;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10062;7;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10063;12;2;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
10064;9;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10065;8;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2
10066;8;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
10067;9;2;1;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10068;11;0;2;1;0;0;0;2;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1
10069;15;2;1;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;2
10070;7;1;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10071;16;2;1;1;0;0;1;1;6;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2
10072;13;2;1;0;0;0;3;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;1
10073;8;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10074;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10075;12;2;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1
10076;11;1;2;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
10077;11;1;2;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1
10078;11;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
10079;12;0;3;1;0;0;2;0;2;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2
10080;8;1;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
10081;19;1;1;1;0;0;4;0;7;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;2
10082;7;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1
10083;13;2;3;0;0;0;1;2;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1
10084;8;0;1;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;2
10085;13;3;1;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;1
10086;14;3;1;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1
10087;16;2;2;0;0;0;3;2;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1
10088;6;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10089;11;2;2;2;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10090;13;2;2;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;1
10091;15;1;2;0;0;0;2;0;7;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10092;11;0;1;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10093;9;2;2;0;0;0;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10094;7;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
10095;9;2;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10096;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1
10097;8;1;1;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10098;12;2;3;0;0;0;1;2;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10099;17;1;1;1;0;0;3;0;4;0;1;0;0;0;0;0;0;0;0;0;4;0;1;1;0;2
10100;15;1;3;1;0;0;2;1;2;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;1
10101;14;1;2;1;0;0;0;2;2;0;0;0;0;0;0;1;0;0;1;2;0;1;0;0;1;1
10102;8;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10103;15;2;2;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;1
10104;12;1;2;2;0;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
10105;9;1;2;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1
10106;14;3;1;0;0;1;2;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1
10107;10;1;1;2;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
10108;14;2;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;1;0;1;1
10109;12;3;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2
10110;7;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10111;9;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10112;10;0;1;2;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10113;14;1;2;1;0;0;1;2;4;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10114;14;2;1;1;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;0;1
10115;8;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10116;11;1;2;0;0;0;1;1;3;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
10117;10;1;1;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
10118;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10119;15;0;1;0;0;0;2;0;7;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;2
10120;12;1;2;1;0;0;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1
10121;12;2;1;0;0;0;3;1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10122;15;1;1;1;0;0;0;2;3;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;2;1
10123;9;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1
10124;11;2;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
10125;22;3;3;1;0;0;5;0;3;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;2
10126;9;1;2;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10127;10;1;1;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10128;15;2;2;3;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10129;8;1;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10130;8;1;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
10131;7;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10132;16;2;2;0;0;0;2;1;3;0;0;0;0;0;0;1;0;0;3;1;0;1;0;0;0;1
10133;9;0;1;0;0;0;2;1;2;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
10134;5;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
10135;10;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10136;7;1;0;0;0;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10137;8;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10138;9;1;1;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10139;7;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10140;7;1;1;1;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10141;15;3;3;0;0;0;3;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10142;7;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10143;12;0;2;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;2;1
10144;10;0;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2
10145;11;1;3;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
10146;13;2;1;2;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1
10147;9;1;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;2
10148;12;0;2;3;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
10149;15;1;2;1;0;0;1;3;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1
10150;6;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10151;8;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
10152;15;3;2;0;0;1;4;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1
10153;7;1;0;0;0;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10154;10;1;2;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
10155;6;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1
10156;9;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10157;7;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10158;13;1;1;2;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;1;0;2;0;0;1
10159;12;0;1;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2
10160;14;0;0;1;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2
10161;12;2;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1
10162;12;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;1
10163;9;0;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10164;13;1;1;0;0;0;3;2;2;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1
10165;15;1;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;1;1
10166;9;1;1;0;0;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10167;16;2;2;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1
10168;9;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
10169;9;1;0;1;0;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
10170;12;0;3;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1
10171;19;1;3;1;0;0;2;1;6;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2
10172;10;0;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10173;11;1;2;0;0;0;3;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
10174;9;0;2;0;0;0;0;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
10175;14;3;2;0;0;0;2;2;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1
10176;6;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10177;14;1;0;2;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;1
10178;10;1;1;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1
10179;14;4;1;0;0;0;1;2;1;0;0;0;0;0;0;0;1;0;1;1;0;0;2;0;0;1
10180;7;1;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10181;15;2;1;1;0;0;4;0;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;2
10182;11;2;1;0;0;0;2;0;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
10183;19;3;4;2;0;0;3;1;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
10184;8;1;1;0;0;0;0;1;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
10185;16;2;3;1;0;0;3;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1
10186;10;1;1;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10187;7;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
10188;9;0;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
10189;11;0;1;1;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10190;5;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
10191;13;1;1;1;0;0;1;0;4;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;2
10192;12;2;1;0;0;0;2;0;3;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1
10193;8;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
10194;7;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10195;14;2;2;1;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10196;12;1;1;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1
10197;9;0;1;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10198;13;2;2;0;0;0;0;2;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1
10199;9;1;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1
10200;14;3;3;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;1
10201;10;1;0;0;0;0;2;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1
10202;11;0;0;1;0;0;0;2;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2;1
10203;5;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10204;8;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10205;8;1;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10206;14;0;2;2;0;0;0;3;1;0;0;0;0;0;0;1;0;0;1;2;0;0;0;1;1;1
10207;12;2;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1
10208;19;3;3;2;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1
10209;7;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10210;15;3;3;0;0;0;2;1;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
10211;7;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10212;11;1;1;0;0;0;2;1;2;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1
10213;8;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1
10214;9;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10215;8;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1
10216;6;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
10217;16;2;2;2;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;1
10218;16;2;1;2;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
10219;13;1;2;3;0;0;0;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10220;11;2;2;1;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10221;8;1;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10222;10;1;1;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
10223;7;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
10224;13;2;1;1;0;0;1;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1
10225;16;1;0;2;0;0;5;2;0;0;0;1;0;0;0;1;1;0;0;1;0;2;0;0;0;1
10226;10;0;2;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
10227;17;2;1;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;1
10228;11;0;0;1;0;0;1;1;4;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1
10229;7;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1
10230;8;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
10231;11;0;1;2;0;0;0;2;2;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1
10232;6;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
10233;16;1;1;2;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1
10234;13;3;2;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
10235;5;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
10236;8;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
10237;14;2;3;1;0;0;1;3;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1
10238;10;2;1;1;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
10239;7;1;1;2;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10240;14;1;2;2;0;0;1;1;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10241;9;0;1;2;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
10242;12;1;2;1;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
10243;10;0;1;0;0;0;2;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1
10244;12;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1
10245;10;1;1;0;0;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10246;9;1;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
10247;6;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
